Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Gross Outlay Amount,Current Month Deficit Surplus Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-10-31,null,50648857,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,1,2022,4,10,31
2022-10-31,50648857,50648858,October,318576407660.87,406374243972.26,87797836311.39,1,16,16,160,D,MTH,2,2.1,2023,1,2022,4,10,31
2022-10-31,50648857,50648859,Year-to-Date,318576407660.87,406374243972.26,87797836311.39,1,17,17,280,T,SL,2,2.2,2023,1,2022,4,10,31
2022-09-30,null,50409971,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,4,2022,3,09,30
2022-09-30,50409971,50409972,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,4,2022,3,09,30
2022-09-30,50409971,50409973,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,4,2022,3,09,30
2022-09-30,50409971,50409974,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,4,2022,3,09,30
2022-09-30,50409971,50409975,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,4,2022,3,09,30
2022-09-30,50409971,50409976,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,4,2022,3,09,30
2022-09-30,50409971,50409977,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,4,2022,3,09,30
2022-09-30,50409971,50409978,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,4,2022,3,09,30
2022-09-30,50409971,50409979,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,4,2022,3,09,30
2022-09-30,50409971,50409980,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,4,2022,3,09,30
2022-09-30,50409971,50409981,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,4,2022,3,09,30
2022-09-30,50409971,50409982,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,4,2022,3,09,30
2022-09-30,50409971,50409983,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,4,2022,3,09,30
2022-09-30,50409971,50409984,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,4,2022,3,09,30
2022-09-30,null,50409985,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,4,2022,3,09,30
2022-09-30,50409985,50409986,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,4,2022,3,09,30
2022-09-30,50409985,50409987,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,4,2022,3,09,30
2022-09-30,50409985,50409988,December,486723009373.54,508026138798.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,4,2022,3,09,30
2022-09-30,50409985,50409989,January,465073727208.42,346374868966.76,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,4,2022,3,09,30
2022-09-30,50409985,50409990,February,289857266549.48,506447018605.53,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,4,2022,3,09,30
2022-09-30,50409985,50409991,March,315165487243.69,507799156854.21,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,4,2022,3,09,30
2022-09-30,50409985,50409992,April,863643681782.76,555428621255.97,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,4,2022,3,09,30
2022-09-30,50409985,50409994,May,388988459588.24,455210973269.82,66222513681.58,1,23,23,230,D,MTH,2,2.8,2022,4,2022,3,09,30
2022-09-30,50409985,50409995,June,460756710619.63,549598223836.55,88841513216.92,1,24,24,240,D,MTH,2,2.9,2022,4,2022,3,09,30
2022-09-30,50409985,50409996,July,269330957036.50,480382719639.96,211051762603.46,1,25,25,250,D,MTH,2,2.10,2022,4,2022,3,09,30
2022-09-30,50409985,50409997,August,303721503258.70,523317744208.34,219596240949.64,1,26,26,260,D,MTH,2,2.11,2022,4,2022,3,09,30
2022-09-30,50409985,50409998,September,487722888232.04,917396367193.88,429673478961.84,1,27,27,270,D,MTH,2,2.12,2022,4,2022,3,09,30
2022-09-30,50409985,50409999,Year-to-Date,4896119043921.00,6271507596876.00,1375388552955.00,1,28,28,280,T,SL,2,2.13,2022,4,2022,3,09,30
2022-08-31,null,50168528,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,4,2022,3,08,31
2022-08-31,50168528,50168534,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,4,2022,3,08,31
2022-08-31,50168528,50168537,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,4,2022,3,08,31
2022-08-31,50168528,50168539,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,4,2022,3,08,31
2022-08-31,50168528,50168543,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,4,2022,3,08,31
2022-08-31,50168528,50168546,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,4,2022,3,08,31
2022-08-31,50168528,50168548,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,4,2022,3,08,31
2022-08-31,50168528,50168552,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,4,2022,3,08,31
2022-08-31,50168528,50168554,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,4,2022,3,08,31
2022-08-31,50168528,50168558,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,4,2022,3,08,31
2022-08-31,50168528,50168560,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,4,2022,3,08,31
2022-08-31,50168528,50168564,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,4,2022,3,08,31
2022-08-31,50168528,50168566,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,4,2022,3,08,31
2022-08-31,50168528,50168568,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,4,2022,3,08,31
2022-08-31,null,50168571,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,4,2022,3,08,31
2022-08-31,50168571,50168573,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,4,2022,3,08,31
2022-08-31,50168571,50168577,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,4,2022,3,08,31
2022-08-31,50168571,50168581,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,4,2022,3,08,31
2022-08-31,50168571,50168585,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,4,2022,3,08,31
2022-08-31,50168571,50168589,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,4,2022,3,08,31
2022-08-31,50168571,50168593,March,315172156164.72,507805825775.24,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,4,2022,3,08,31
2022-08-31,50168571,50168597,April,863648608557.10,555433548030.31,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,4,2022,3,08,31
2022-08-31,50168571,50168601,May,388993147793.19,455215661474.77,66222513681.58,1,23,23,230,D,MTH,2,2.8,2022,4,2022,3,08,31
2022-08-31,50168571,50168606,June,460761411867.46,549602925084.38,88841513216.92,1,24,24,240,D,MTH,2,2.9,2022,4,2022,3,08,31
2022-08-31,50168571,50168610,July,269335053891.58,480386816495.04,211051762603.46,1,25,25,250,D,MTH,2,2.10,2022,4,2022,3,08,31
2022-08-31,50168571,50168614,August,303726400594.84,523322641544.48,219596240949.64,1,26,26,260,D,MTH,2,2.11,2022,4,2022,3,08,31
2022-08-31,50168571,50168620,Year-to-Date,4408451733324.00,5354166807317.16,945715073993.16,1,27,27,280,T,SL,2,2.12,2022,4,2022,3,08,31
2022-07-31,null,49918212,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,4,2022,3,07,31
2022-07-31,49918212,49918213,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,4,2022,3,07,31
2022-07-31,49918212,49918214,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,4,2022,3,07,31
2022-07-31,49918212,49918215,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,4,2022,3,07,31
2022-07-31,49918212,49918216,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,4,2022,3,07,31
2022-07-31,49918212,49918217,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,4,2022,3,07,31
2022-07-31,49918212,49918218,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,4,2022,3,07,31
2022-07-31,49918212,49918219,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,4,2022,3,07,31
2022-07-31,49918212,49918220,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,4,2022,3,07,31
2022-07-31,49918212,49918221,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,4,2022,3,07,31
2022-07-31,49918212,49918222,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,4,2022,3,07,31
2022-07-31,49918212,49918223,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,4,2022,3,07,31
2022-07-31,49918212,49918224,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,4,2022,3,07,31
2022-07-31,49918212,49918225,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,4,2022,3,07,31
2022-07-31,null,49918226,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,4,2022,3,07,31
2022-07-31,49918226,49918227,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,4,2022,3,07,31
2022-07-31,49918226,49918228,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,4,2022,3,07,31
2022-07-31,49918226,49918229,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,4,2022,3,07,31
2022-07-31,49918226,49918230,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,4,2022,3,07,31
2022-07-31,49918226,49918231,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,4,2022,3,07,31
2022-07-31,49918226,49918232,March,315172156164.72,507805825775.24,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,4,2022,3,07,31
2022-07-31,49918226,49918233,April,863648608557.10,555433548030.31,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,4,2022,3,07,31
2022-07-31,49918226,49918234,May,388993147793.19,455215661474.77,66222513681.58,1,23,23,230,D,MTH,2,2.8,2022,4,2022,3,07,31
2022-07-31,49918226,49918235,June,460761411867.46,549602925084.38,88841513216.92,1,24,24,240,D,MTH,2,2.9,2022,4,2022,3,07,31
2022-07-31,49918226,49918236,July,269335053891.58,480386813941.84,211051760050.26,1,25,25,250,D,MTH,2,2.10,2022,4,2022,3,07,31
2022-07-31,49918226,49918237,Year-to-Date,4104725332729.16,4830844163219.48,726118830490.32,1,26,26,280,T,SL,2,2.11,2022,4,2022,3,07,31
2022-06-30,null,49748757,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,3,2022,2,06,30
2022-06-30,49748757,49748761,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,3,2022,2,06,30
2022-06-30,49748757,49748763,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,3,2022,2,06,30
2022-06-30,49748757,49748765,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,3,2022,2,06,30
2022-06-30,49748757,49748767,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,3,2022,2,06,30
2022-06-30,49748757,49748769,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,3,2022,2,06,30
2022-06-30,49748757,49748771,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,3,2022,2,06,30
2022-06-30,49748757,49748773,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,3,2022,2,06,30
2022-06-30,49748757,49748775,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,3,2022,2,06,30
2022-06-30,49748757,49748777,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,3,2022,2,06,30
2022-06-30,49748757,49748779,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,3,2022,2,06,30
2022-06-30,49748757,49748782,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,3,2022,2,06,30
2022-06-30,49748757,49748784,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,3,2022,2,06,30
2022-06-30,49748757,49748791,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,3,2022,2,06,30
2022-06-30,null,49748797,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,3,2022,2,06,30
2022-06-30,49748797,49748803,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,3,2022,2,06,30
2022-06-30,49748797,49748805,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,3,2022,2,06,30
2022-06-30,49748797,49748814,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,3,2022,2,06,30
2022-06-30,49748797,49748816,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,3,2022,2,06,30
2022-06-30,49748797,49748824,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,3,2022,2,06,30
2022-06-30,49748797,49748826,March,315172156164.72,507805825775.24,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,3,2022,2,06,30
2022-06-30,49748797,49748835,April,863648608557.10,555433548030.31,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,3,2022,2,06,30
2022-06-30,49748797,49748837,May,388993147793.19,455215661474.77,66222513681.58,1,23,23,230,D,MTH,2,2.8,2022,3,2022,2,06,30
2022-06-30,49748797,49748845,June,460761411867.46,549602924793.55,88841512926.09,1,24,24,240,D,MTH,2,2.9,2022,3,2022,2,06,30
2022-06-30,49748797,49748847,Year-to-Date,3835390278837.58,4350457348986.81,515067070149.23,1,25,25,280,T,SL,2,2.10,2022,3,2022,2,06,30
2022-05-31,null,49499117,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,3,2022,2,05,31
2022-05-31,49499117,49499125,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,3,2022,2,05,31
2022-05-31,49499117,49499127,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,3,2022,2,05,31
2022-05-31,49499117,49499129,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,3,2022,2,05,31
2022-05-31,49499117,49499131,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,3,2022,2,05,31
2022-05-31,49499117,49499133,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,3,2022,2,05,31
2022-05-31,49499117,49499135,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,3,2022,2,05,31
2022-05-31,49499117,49499137,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,3,2022,2,05,31
2022-05-31,49499117,49499139,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,3,2022,2,05,31
2022-05-31,49499117,49499141,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,3,2022,2,05,31
2022-05-31,49499117,49499144,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,3,2022,2,05,31
2022-05-31,49499117,49499146,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,3,2022,2,05,31
2022-05-31,49499117,49499148,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,3,2022,2,05,31
2022-05-31,49499117,49499150,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,3,2022,2,05,31
2022-05-31,null,49499154,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,3,2022,2,05,31
2022-05-31,49499154,49499157,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,3,2022,2,05,31
2022-05-31,49499154,49499159,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,3,2022,2,05,31
2022-05-31,49499154,49499162,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,3,2022,2,05,31
2022-05-31,49499154,49499164,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,3,2022,2,05,31
2022-05-31,49499154,49499167,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,3,2022,2,05,31
2022-05-31,49499154,49499169,March,315172156164.72,507805825775.24,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,3,2022,2,05,31
2022-05-31,49499154,49499172,April,863648608557.10,555433548030.31,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,3,2022,2,05,31
2022-05-31,49499154,49499174,May,388993147793.19,455215709002.77,66222561209.58,1,23,23,230,D,MTH,2,2.8,2022,3,2022,2,05,31
2022-05-31,49499154,49499177,Year-to-Date,3374628866970.12,3800854471721.26,426225604751.14,1,24,24,280,T,SL,2,2.9,2022,3,2022,2,05,31
2022-04-30,null,49306932,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,3,2022,2,04,30
2022-04-30,49306932,49306937,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,3,2022,2,04,30
2022-04-30,49306932,49306941,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,3,2022,2,04,30
2022-04-30,49306932,49306945,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,3,2022,2,04,30
2022-04-30,49306932,49306949,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,3,2022,2,04,30
2022-04-30,49306932,49306953,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,3,2022,2,04,30
2022-04-30,49306932,49306957,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,3,2022,2,04,30
2022-04-30,49306932,49306961,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,3,2022,2,04,30
2022-04-30,49306932,49306964,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,3,2022,2,04,30
2022-04-30,49306932,49306966,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,3,2022,2,04,30
2022-04-30,49306932,49306968,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,3,2022,2,04,30
2022-04-30,49306932,49306970,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,3,2022,2,04,30
2022-04-30,49306932,49306972,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,3,2022,2,04,30
2022-04-30,49306932,49306974,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,3,2022,2,04,30
2022-04-30,null,49306977,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,3,2022,2,04,30
2022-04-30,49306977,49306980,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,3,2022,2,04,30
2022-04-30,49306977,49306982,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,3,2022,2,04,30
2022-04-30,49306977,49306984,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,3,2022,2,04,30
2022-04-30,49306977,49306986,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,3,2022,2,04,30
2022-04-30,49306977,49306988,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,3,2022,2,04,30
2022-04-30,49306977,49306990,March,315172156164.72,507805825775.24,192633669610.52,1,21,21,210,D,MTH,2,2.6,2022,3,2022,2,04,30
2022-04-30,49306977,49306992,April,863648608563.10,555433548036.31,-308215060526.79,1,22,22,220,D,MTH,2,2.7,2022,3,2022,2,04,30
2022-04-30,49306977,49306994,Year-to-Date,2985635719182.93,3345638762724.49,360003043541.56,1,23,23,280,T,SL,2,2.8,2022,3,2022,2,04,30
2022-03-31,null,49119027,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,2,2022,1,03,31
2022-03-31,49119027,49119038,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,2,2022,1,03,31
2022-03-31,49119027,49119041,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,2,2022,1,03,31
2022-03-31,49119027,49119043,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,2,2022,1,03,31
2022-03-31,49119027,49119046,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,2,2022,1,03,31
2022-03-31,49119027,49119049,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,2,2022,1,03,31
2022-03-31,49119027,49119054,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,2,2022,1,03,31
2022-03-31,49119027,49119058,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,2,2022,1,03,31
2022-03-31,49119027,49119063,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,2,2022,1,03,31
2022-03-31,49119027,49119067,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,2,2022,1,03,31
2022-03-31,49119027,49119074,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,2,2022,1,03,31
2022-03-31,49119027,49119079,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,2,2022,1,03,31
2022-03-31,49119027,49119084,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,2,2022,1,03,31
2022-03-31,49119027,49119087,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,2,2022,1,03,31
2022-03-31,null,49119090,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,2,2022,1,03,31
2022-03-31,49119090,49119093,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,2,2022,1,03,31
2022-03-31,49119090,49119097,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,2,2022,1,03,31
2022-03-31,49119090,49119101,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,2,2022,1,03,31
2022-03-31,49119090,49119105,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,2,2022,1,03,31
2022-03-31,49119090,49119109,February,289862927622.08,506452679678.13,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,2,2022,1,03,31
2022-03-31,49119090,49119113,March,315172156164.72,507854542821.65,192682386656.93,1,21,21,210,D,MTH,2,2.6,2022,2,2022,1,03,31
2022-03-31,49119090,49119117,Year-to-Date,2121987110619.83,2790253931734.59,668266821114.76,1,22,22,280,T,SL,2,2.7,2022,2,2022,1,03,31
2022-02-28,null,49014274,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,2,2022,1,02,28
2022-02-28,49014274,49014282,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,2,2022,1,02,28
2022-02-28,49014274,49014288,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,2,2022,1,02,28
2022-02-28,49014274,49014294,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,2,2022,1,02,28
2022-02-28,49014274,49014301,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,2,2022,1,02,28
2022-02-28,49014274,49014307,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,2,2022,1,02,28
2022-02-28,49014274,49014311,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,2,2022,1,02,28
2022-02-28,49014274,49014315,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,2,2022,1,02,28
2022-02-28,49014274,49014319,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,2,2022,1,02,28
2022-02-28,49014274,49014323,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,2,2022,1,02,28
2022-02-28,49014274,49014327,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,2,2022,1,02,28
2022-02-28,49014274,49014331,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,2,2022,1,02,28
2022-02-28,49014274,49014335,September,459523089950.15,524463434183.43,64940344233.28,1,13,13,130,D,MTH,2,1.12,2022,2,2022,1,02,28
2022-02-28,49014274,49014339,Year-to-Date,4045978858727.41,6821553740037.43,2775574881310.02,1,14,14,140,T,SL,2,1.13,2022,2,2022,1,02,28
2022-02-28,null,49014342,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,2,2022,1,02,28
